[19-Nov-2014 22:31:39 UTC] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:33:57 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:34:12 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:34:27 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:34:42 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:34:57 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:35:12 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:35:27 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:35:42 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:35:57 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:36:12 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:36:27 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:36:42 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:36:57 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:37:12 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:37:27 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:37:42 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:37:57 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:38:12 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:38:27 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:38:42 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:38:57 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:39:12 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:39:27 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:39:42 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:39:57 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:40:12 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:40:27 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:40:42 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:40:57 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:41:12 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:41:27 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:41:42 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:41:57 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:42:12 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:42:27 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:42:42 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:42:57 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:43:13 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:45:17 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:47:18 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:49:21 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:51:21 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:53:23 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:55:26 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:57:31 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 19:59:36 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 20:01:38 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:07:42 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:07:47 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:07:52 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:08:09 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:08:26 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:08:35 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:08:40 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:09:02 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:11:04 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:13:05 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:15:05 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:16:53 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:17:05 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:17:08 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:17:10 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:17:26 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:18:30 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:18:34 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:18:45 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:19:08 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:19:11 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:19:14 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:19:34 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:19:36 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:19:38 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:20:04 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:20:19 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:20:35 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:20:50 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:21:07 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:21:22 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:21:37 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:21:52 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:22:08 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:22:23 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:22:39 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:22:54 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:23:10 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:23:25 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:23:39 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:23:41 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:23:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:24:54 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:25:57 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:26:57 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:27:58 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:29:00 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:30:00 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:31:00 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:32:00 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:33:00 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:34:00 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:35:00 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:36:04 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:37:04 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:37:08 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:37:14 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:37:19 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:37:26 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:37:32 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:37:32 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:37:36 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:38:45 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:39:00 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:39:07 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:39:11 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:39:32 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:39:47 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:40:02 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:40:17 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:40:32 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:40:47 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:41:02 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:41:11 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:41:16 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:41:38 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:41:53 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:42:08 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:42:13 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:42:21 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:42:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:44:47 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:46:52 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:47:07 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:49:07 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:51:07 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:53:08 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:55:09 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:57:12 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:58:20 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:58:23 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:58:39 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:58:45 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:58:45 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:58:56 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:59:12 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 23:59:35 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:00:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:01:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:02:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:03:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:04:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:05:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:06:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:08:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:10:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:12:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:14:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:16:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:18:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:20:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:21:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:22:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:23:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:24:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:25:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:26:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:28:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:30:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:31:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:32:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:33:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:34:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:35:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:36:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:38:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:40:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:42:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:44:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:46:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:48:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 00:50:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 08:15:34 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 09:26:32 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 09:28:33 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 09:30:34 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 09:32:35 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 09:34:35 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 09:36:39 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 09:38:45 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 09:40:45 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 09:42:45 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 09:44:45 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 10:31:33 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 11:37:57 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:25:27 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:25:46 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:25:50 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:25:51 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:25:51 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:25:59 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:26:02 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:26:03 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:26:09 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:26:23 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:26:26 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:26:26 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:26:26 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:26:26 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:26:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:26:58 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:27:13 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:27:28 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:27:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:27:58 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:28:13 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:28:28 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:28:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:28:58 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:29:13 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:29:28 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:29:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:29:58 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:30:13 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:30:28 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:30:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:30:58 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:31:13 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:31:28 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:31:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:31:58 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:32:13 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:32:28 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:32:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:32:58 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:33:13 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:33:28 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:33:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:33:58 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:34:13 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:34:28 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:34:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:34:59 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[25-Nov-2014 19:45:51 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[26-Nov-2014 03:31:04 UTC] WordPress database error Table 'radaralley.rawp_wpcw_user_progress_quizzes' doesn't exist for query SHOW INDEX FROM rawp_wpcw_user_progress_quizzes WHERE KEY_NAME = 'user_id' made by require_once('wp-admin/admin.php'), require_once('wp-load.php'), require_once('wp-config.php'), require_once('wp-settings.php'), do_action('init'), call_user_func_array, WPCW_plugin_init, WPCW_plugin_setup, WPCW_database_upgradeTables
